,LocationAbbr,CMMR_Barcode,Target,Ct,copiesperL,copiesperml,SampleName,date_of_collection,flow_rate,replicate_#,Notes
102,HS,PAK9WY,SARSCOV2N1,32.5,165133.3333,165.1333333,HS-21-03-22,3/22/2021,0.898,2,
103,HS,PAK9WY,SARSCOV2N1,34.1,48333.33333,48.33333333,HS-21-03-29,3/29/2021,0.898,1,
104,HS,PAK9WY,SARSCOV2N1,34.4,38266.66667,38.26666667,HS-21-03-29,3/29/2021,0.898,2,
105,HS,PAK9WY,SARSCOV2N1,33.4,82266.66667,82.26666667,HS-21-04-05,4/5/2021,0.898,1,
106,HS,PAK9WY,SARSCOV2N1,33.2,92200,92.2,HS-21-04-05,4/5/2021,0.898,2,
107,HS,PAK9WY,SARSCOV2N1,30.6,644466.6667,644.4666667,HS-21-04-12,4/12/2021,0.898,1,
108,HS,PAK9WY,SARSCOV2N1,30.8,583066.6667,583.0666667,HS-21-04-12,4/12/2021,0.898,2,
109,HS,PAK9WY,SARSCOV2N1,33.5,78533.33333,78.53333333,HS-21-04-19,4/19/2021,0.898,1,
110,HS,PAK9WY,SARSCOV2N1,33.6,72066.66667,72.06666667,HS-21-04-19,4/19/2021,0.898,2,
111,HS,PAK9WY,SARSCOV2N1,33.2,92666.66667,92.66666667,HS-21-04-26,4/26/2021,0.898,1,
112,HS,PAK9WY,SARSCOV2N1,33.4,83266.66667,83.26666667,HS-21-04-26,4/26/2021,0.898,2,
113,HS,PAK9WY,SARSCOV2N1,31.6,320333.3333,320.3333333,HS-21-05-03,5/3/2021,0.898,1,
114,HS,PAK9WY,SARSCOV2N1,31.9,253666.6667,253.6666667,HS-21-05-03,5/3/2021,0.898,2,
115,HS,PAK9WY,SARSCOV2N1,31.7,289400,289.4,HS-21-05-10,5/10/2021,1.067,1,The city started reporting flow rates again
116,HS,PAK9WY,SARSCOV2N1,31.3,385133.3333,385.1333333,HS-21-05-10,5/10/2021,1.067,2,
117,HS,PAK9WY,SARSCOV2N1,36.7,7266.666667,7.266666667,HS-21-05-17,5/17/2021,3.776,1,
118,HS,PAK9WY,SARSCOV2N1,35.8,14133.33333,14.13333333,HS-21-05-17,5/17/2021,3.776,2,
119,HS,PAK9WY,SARSCOV2N1,Undetermined,1333.333333,1.333333333,HS-21-05-24,5/24/2021,11.433,1,
120,HS,PAK9WY,SARSCOV2N1,Undetermined,1333.333333,1.333333333,HS-21-05-24,5/24/2021,11.433,2,
121,HS,PAK9WY,SARSCOV2N1,34.6,33933.33333,33.93333333,HS-21-05-31,5/31/2021,2.519,1,
122,HS,PAK9WY,SARSCOV2N1,35,26000,26,HS-21-05-31,5/31/2021,2.519,2,
