,LocationAbbr,CMMR_Barcode,Target,Ct,copiesperL,copiesperml,SampleName,date_of_collection,flow_rate,replicate_#,Notes
65,AS,JVD2ZU,SARSCOV2N1,38.8,7333.333333,7.333333333,AS-20-10-19,10/19/2020,10.459,3,
66,AS,JVD2ZU,SARSCOV2N1,37.8,15000,15,AS-20-10-26,10/26/2020,10.149,1,
67,AS,JVD2ZU,SARSCOV2N1,Undetermined,6666.666667,6.666666667,AS-20-10-26,10/26/2020,10.149,2,
68,AS,JVD2ZU,SARSCOV2N1,Undetermined,6666.666667,6.666666667,AS-20-10-26,10/26/2020,10.149,3,
69,AS,JVD2ZU,SARSCOV2N1,Undetermined,6666.666667,6.666666667,AS-20-11-02,11/2/2020,9.641,1,
70,AS,JVD2ZU,SARSCOV2N1,35.4,31333.33333,31.33333333,AS-20-11-02,11/2/2020,9.641,2,
71,AS,JVD2ZU,SARSCOV2N1,36.8,14333.33333,14.33333333,AS-20-11-02,11/2/2020,9.641,3,
72,AS,JVD2ZU,SARSCOV2N1,31.6,193760,193.76,,,9.641,1,This is a repeat of the 11/2/2020 samples. We switched to a bead beating method to extract RNA
73,AS,JVD2ZU,SARSCOV2N1,31.5,204920,204.92,,,9.641,2,
74,AS,JVD2ZU,SARSCOV2N1,34,32480,32.48,,,9.641,3,
75,AS,JVD2ZU,SARSCOV2N1,32.6,177920,177.92,AS-20-11-09,11/9/2020,9.33,1,
76,AS,JVD2ZU,SARSCOV2N1,32.7,165840,165.84,AS-20-11-09,11/9/2020,9.33,2,
77,AS,JVD2ZU,SARSCOV2N1,32.1,255600,255.6,AS-20-11-09,11/9/2020,9.33,3,
78,AS,JVD2ZU,SARSCOV2N1,33,111333.3333,111.3333333,AS-20-11-09,11/16/2020,10.352,1,"Note that even those replicates #1 and #2 had the same Ct value, the machine calculated slight differences in copies per reaction (167 copies and 165.9 copies, respectively"
79,AS,JVD2ZU,SARSCOV2N1,33,110600,110.6,AS-20-11-09,11/16/2020,10.352,2,
80,AS,JVD2ZU,SARSCOV2N1,34,54666.66667,54.66666667,AS-20-11-09,11/16/2020,10.352,3,
81,AS,JVD2ZU,SARSCOV2N1,32.2,198133.3333,198.1333333,AS-20-11-23,11/23/2020,9.115,1,"Note that even those replicates #2 and #3 had the same Ct value, the machine calculated slight differences in copies per reaction"
82,AS,JVD2ZU,SARSCOV2N1,32,230400,230.4,AS-20-11-23,11/23/2020,9.115,2,
83,AS,JVD2ZU,SARSCOV2N1,32,227866.6667,227.8666667,AS-20-11-23,11/23/2020,9.115,3,
84,AS,JVD2ZU,SARSCOV2N1,33.6,71600,71.6,AS-20-11-30,11/30/2020,13.552,1,
85,AS,JVD2ZU,SARSCOV2N1,34.4,39733.33333,39.73333333,AS-20-11-30,11/30/2020,13.552,2,
86,AS,JVD2ZU,SARSCOV2N1,34.2,45866.66667,45.86666667,AS-20-11-30,11/30/2020,13.552,3,
87,AS,JVD2ZU,SARSCOV2N1,31.3,392333.3333,392.3333333,AS-20-12-07,12/7/2020,10.104,1,
88,AS,JVD2ZU,SARSCOV2N1,31.7,285733.3333,285.7333333,AS-20-12-07,12/7/2020,10.104,2,
89,AS,JVD2ZU,SARSCOV2N1,33,153400,153.4,AS-20-12-14,12/14/2020,23.167,1,
90,AS,JVD2ZU,SARSCOV2N1,34.7,45600,45.6,AS-20-12-14,12/14/2020,23.167,2,
91,AS,JVD2ZU,SARSCOV2N1,32.6,152133.3333,152.1333333,AS-20-12-21,12/21/2020,16.238,1,
92,AS,JVD2ZU,SARSCOV2N1,33,110800,110.8,AS-20-12-21,12/21/2020,16.238,2,
93,AS,JVD2ZU,SARSCOV2N1,30.6,654200,654.2,AS-20-12-28,12/28/2020,10.453,1,
94,AS,JVD2ZU,SARSCOV2N1,30.5,703533.3333,703.5333333,AS-20-12-28,12/28/2020,10.453,2,
95,AS,JVD2ZU,SARSCOV2N1,31.4,370600,370.6,AS-21-01-04,1/4/2021,12.276,1,
96,AS,JVD2ZU,SARSCOV2N1,31.3,378666.6667,378.6666667,AS-21-01-04,1/4/2021,12.276,2,
97,AS,JVD2ZU,SARSCOV2N1,32.4,168200,168.2,AS-21-01-11,1/11/2021,22.342,1,
98,AS,JVD2ZU,SARSCOV2N1,32.6,152333.3333,152.3333333,AS-21-01-11,1/11/2021,22.342,2,
99,AS,JVD2ZU,SARSCOV2N1,32.1,221533.3333,221.5333333,AS-21-01-25,1/25/2021,10.149,1,"We skipped two weeks in January. Additionally, the city stopped forwarding the flowrates, so we used the median flow rate from 2020 (10.149)"
100,AS,JVD2ZU,SARSCOV2N1,32.2,204133.3333,204.1333333,AS-21-01-25,1/25/2021,10.149,2,
101,AS,JVD2ZU,SARSCOV2N1,32.2,204400,204.4,AS-21-02-01,2/1/2021,10.149,1,
102,AS,JVD2ZU,SARSCOV2N1,33.3,91933.33333,91.93333333,AS-21-02-01,2/1/2021,10.149,2,
103,AS,JVD2ZU,SARSCOV2N1,30.7,340800,340.8,AS-21-02-08,2/8/2021,10.149,1,
104,AS,JVD2ZU,SARSCOV2N1,30.7,298733.3333,298.7333333,AS-21-02-08,2/8/2021,10.149,2,
105,AS,JVD2ZU,SARSCOV2N1,33.6,473600,473.6,AS-21-02-22,2/22/2021,10.149,1,We skipped a week here
106,AS,JVD2ZU,SARSCOV2N1,33.4,476800,476.8,AS-21-02-22,2/22/2021,10.149,2,
107,AS,JVD2ZU,SARSCOV2N1,32.7,136000,136,AS-21-03-01,3/1/2021,10.149,1,
108,AS,JVD2ZU,SARSCOV2N1,32.3,180066.6667,180.0666667,AS-21-03-01,3/1/2021,10.149,2,
109,AS,JVD2ZU,SARSCOV2N1,33.7,64000,64,AS-21-03-08,3/8/2021,10.149,1,
110,AS,JVD2ZU,SARSCOV2N1,33.3,88866.66667,88.86666667,AS-21-03-08,3/8/2021,10.149,2,
111,AS,JVD2ZU,SARSCOV2N1,33.2,93400,93.4,AS-21-03-15,3/15/2021,10.149,1,
112,AS,JVD2ZU,SARSCOV2N1,32.8,129733.3333,129.7333333,AS-21-03-15,3/15/2021,10.149,2,
113,AS,JVD2ZU,SARSCOV2N1,33.4,81200,81.2,AS-21-03-22,3/22/2021,10.149,1,
114,AS,JVD2ZU,SARSCOV2N1,33.4,85466.66667,85.46666667,AS-21-03-22,3/22/2021,10.149,2,
115,AS,JVD2ZU,SARSCOV2N1,37.2,4800,4.8,AS-21-03-29,3/29/2021,10.149,1,
116,AS,JVD2ZU,SARSCOV2N1,38.5,1866.666667,1.866666667,AS-21-03-29,3/29/2021,10.149,2,
117,AS,JVD2ZU,SARSCOV2N1,32.6,150533.3333,150.5333333,AS-21-04-05,4/5/2021,10.149,1,
118,AS,JVD2ZU,SARSCOV2N1,32.7,139933.3333,139.9333333,AS-21-04-05,4/5/2021,10.149,2,
119,AS,JVD2ZU,SARSCOV2N1,33.6,72533.33333,72.53333333,AS-21-04-12,4/12/2021,10.149,1,
120,AS,JVD2ZU,SARSCOV2N1,33,113200,113.2,AS-21-04-12,4/12/2021,10.149,2,
121,AS,JVD2ZU,SARSCOV2N1,32.8,131466.6667,131.4666667,AS-21-04-19,4/19/2021,10.149,1,
122,AS,JVD2ZU,SARSCOV2N1,32.5,156266.6667,156.2666667,AS-21-04-19,4/19/2021,10.149,2,
123,AS,JVD2ZU,SARSCOV2N1,32.7,135533.3333,135.5333333,AS-21-04-26,4/26/2021,10.149,1,
124,AS,JVD2ZU,SARSCOV2N1,32.7,141133.3333,141.1333333,AS-21-04-26,4/26/2021,10.149,2,
125,AS,JVD2ZU,SARSCOV2N1,33.9,58066.66667,58.06666667,AS-21-05-03,5/3/2021,10.149,1,
126,AS,JVD2ZU,SARSCOV2N1,33,112133.3333,112.1333333,AS-21-05-03,5/3/2021,10.149,2,
127,AS,JVD2ZU,SARSCOV2N1,34.3,42533.33333,42.53333333,AS-21-05-10,5/10/2021,9.174,1,The city started reporting flow rates again
128,AS,JVD2ZU,SARSCOV2N1,34.2,44933.33333,44.93333333,AS-21-05-10,5/10/2021,9.174,2,
129,AS,JVD2ZU,SARSCOV2N1,36.1,11000,11,AS-21-05-17,5/17/2021,31.007,1,
130,AS,JVD2ZU,SARSCOV2N1,36,11800,11.8,AS-21-05-17,5/17/2021,31.007,2,
131,AS,JVD2ZU,SARSCOV2N1,39.2,1066.666667,1.066666667,AS-21-05-24,5/24/2021,38.433,1,
132,AS,JVD2ZU,SARSCOV2N1,36.9,6133.333333,6.133333333,AS-21-05-24,5/24/2021,38.433,2,
133,AS,JVD2ZU,SARSCOV2N1,36.9,6266.666667,6.266666667,AS-21-05-31,5/31/2021,11.982,1,
134,AS,JVD2ZU,SARSCOV2N1,36.4,9000,9,AS-21-05-31,5/31/2021,11.982,2,
