,LocationAbbr,CMMR_Barcode,Target,Ct,copiesperL,copiesperml,SampleName,date_of_collection,flow_rate,replicate_#,Notes
63,IA,C2X842,SARSCOV2N1,30.3,798933.3333,798.9333333,AS-20-11-09,11/16/2020,1.258,1,
64,IA,C2X842,SARSCOV2N1,30.2,903133.3333,903.1333333,AS-20-11-09,11/16/2020,1.258,2,
65,IA,C2X842,SARSCOV2N1,30,1023666.667,1023.666667,AS-20-11-09,11/16/2020,1.258,3,
66,IA,C2X842,SARSCOV2N1,30.8,563533.3333,563.5333333,AS-20-11-23,11/23/2020,1.229,1,
67,IA,C2X842,SARSCOV2N1,30.8,552533.3333,552.5333333,AS-20-11-23,11/23/2020,1.229,2,
68,IA,C2X842,SARSCOV2N1,30.9,520133.3333,520.1333333,AS-20-11-23,11/23/2020,1.229,3,
69,IA,C2X842,SARSCOV2N1,31.6,320133.3333,320.1333333,AS-20-11-30,11/30/2020,1.454,1,
70,IA,C2X842,SARSCOV2N1,31.5,329666.6667,329.6666667,AS-20-11-30,11/30/2020,1.454,2,
71,IA,C2X842,SARSCOV2N1,31.4,370533.3333,370.5333333,AS-20-11-30,11/30/2020,1.454,3,
72,IA,C2X842,SARSCOV2N1,30.2,860933.3333,860.9333333,AS-20-12-07,12/7/2020,1.333,1,
73,IA,C2X842,SARSCOV2N1,30.2,920800,920.8,AS-20-12-07,12/7/2020,1.333,2,
74,IA,C2X842,SARSCOV2N1,30.4,998066.6667,998.0666667,AS-20-12-14,12/14/2020,1.317,1,
75,IA,C2X842,SARSCOV2N1,30.8,722666.6667,722.6666667,AS-20-12-14,12/14/2020,1.317,2,
76,IA,C2X842,SARSCOV2N1,29.2,1805533.333,1805.533333,AS-20-12-21,12/21/2020,1.34,1,
77,IA,C2X842,SARSCOV2N1,29.4,1552866.667,1552.866667,AS-20-12-21,12/21/2020,1.34,2,
78,IA,C2X842,SARSCOV2N1,29,2108733.333,2108.733333,AS-20-12-28,12/28/2020,1.327,1,
79,IA,C2X842,SARSCOV2N1,29.3,1718666.667,1718.666667,AS-20-12-28,12/28/2020,1.327,2,
80,IA,C2X842,SARSCOV2N1,29,2116800,2116.8,AS-21-01-04,1/4/2021,1.379,1,
81,IA,C2X842,SARSCOV2N1,29,2230333.333,2230.333333,AS-21-01-04,1/4/2021,1.379,2,
82,IA,C2X842,SARSCOV2N1,29,2094000,2094,AS-21-01-11,1/11/2021,1.537,1,
83,IA,C2X842,SARSCOV2N1,29,2099533.333,2099.533333,AS-21-01-11,1/11/2021,1.537,2,
84,IA,C2X842,SARSCOV2N1,30.4,765000,765,AS-21-01-25,1/25/2021,1.587,1,"We skipped two weeks in January. Additionally, the city stopped forwarding the flowrates, so we used the median flow rate from 2020 (10.149)"
85,IA,C2X842,SARSCOV2N1,30.8,573533.3333,573.5333333,AS-21-01-25,1/25/2021,1.587,2,
86,IA,C2X842,SARSCOV2N1,30.9,538666.6667,538.6666667,AS-21-02-01,2/1/2021,1.587,1,
87,IA,C2X842,SARSCOV2N1,31.2,408800,408.8,AS-21-02-01,2/1/2021,1.587,2,
88,IA,C2X842,SARSCOV2N1,31.3,395800,395.8,AS-21-02-08,2/8/2021,1.587,1,
89,IA,C2X842,SARSCOV2N1,31.3,393266.6667,393.2666667,AS-21-02-08,2/8/2021,1.587,2,
90,IA,C2X842,SARSCOV2N1,31.9,245533.3333,245.5333333,AS-21-02-22,2/22/2021,1.587,1,We skipped a week here
91,IA,C2X842,SARSCOV2N1,31.9,246000,246,AS-21-02-22,2/22/2021,1.587,2,
92,IA,C2X842,SARSCOV2N1,32.5,165466.6667,165.4666667,AS-21-03-01,3/1/2021,1.587,1,
93,IA,C2X842,SARSCOV2N1,32.6,150666.6667,150.6666667,AS-21-03-01,3/1/2021,1.587,2,
94,IA,C2X842,SARSCOV2N1,32.3,184800,184.8,AS-21-03-08,3/8/2021,1.587,1,
95,IA,C2X842,SARSCOV2N1,33.4,84400,84.4,AS-21-03-08,3/8/2021,1.587,2,
96,IA,C2X842,SARSCOV2N1,32.1,211466.6667,211.4666667,AS-21-03-15,3/15/2021,1.587,1,
97,IA,C2X842,SARSCOV2N1,32.3,182666.6667,182.6666667,AS-21-03-15,3/15/2021,1.587,2,
98,IA,C2X842,SARSCOV2N1,32.4,176933.3333,176.9333333,AS-21-03-22,3/22/2021,1.587,1,
99,IA,C2X842,SARSCOV2N1,32.1,209600,209.6,AS-21-03-22,3/22/2021,1.587,2,
100,IA,C2X842,SARSCOV2N1,32,225266.6667,225.2666667,AS-21-03-29,3/29/2021,1.587,1,
101,IA,C2X842,SARSCOV2N1,32,225333.3333,225.3333333,AS-21-03-29,3/29/2021,1.587,2,
102,IA,C2X842,SARSCOV2N1,31.1,440333.3333,440.3333333,AS-21-04-05,4/5/2021,1.587,1,
103,IA,C2X842,SARSCOV2N1,31.1,438933.3333,438.9333333,AS-21-04-05,4/5/2021,1.587,2,
104,IA,C2X842,SARSCOV2N1,32.7,137600,137.6,AS-21-04-12,4/12/2021,1.587,1,
105,IA,C2X842,SARSCOV2N1,32.6,154000,154,AS-21-04-12,4/12/2021,1.587,2,
106,IA,C2X842,SARSCOV2N1,32.9,119400,119.4,AS-21-04-19,4/19/2021,1.587,1,
107,IA,C2X842,SARSCOV2N1,32.5,160133.3333,160.1333333,AS-21-04-19,4/19/2021,1.587,2,
108,IA,C2X842,SARSCOV2N1,32.9,121400,121.4,AS-21-04-26,4/26/2021,1.587,1,
109,IA,C2X842,SARSCOV2N1,33.1,102800,102.8,AS-21-04-26,4/26/2021,1.587,2,
110,IA,C2X842,SARSCOV2N1,31.4,355533.3333,355.5333333,AS-21-05-03,5/3/2021,1.587,1,
111,IA,C2X842,SARSCOV2N1,31.6,323400,323.4,AS-21-05-03,5/3/2021,1.587,2,
112,IA,C2X842,SARSCOV2N1,31.6,311000,311,AS-21-05-10,5/10/2021,1.476,1,The city started reporting flow rates again
113,IA,C2X842,SARSCOV2N1,31.9,246466.6667,246.4666667,AS-21-05-10,5/10/2021,1.476,2,
114,IA,C2X842,SARSCOV2N1,34.4,38933.33333,38.93333333,AS-21-05-17,5/17/2021,3.335,1,
115,IA,C2X842,SARSCOV2N1,34.3,42333.33333,42.33333333,AS-21-05-17,5/17/2021,3.335,2,
116,IA,C2X842,SARSCOV2N1,35.6,16133.33333,16.13333333,AS-21-05-24,5/24/2021,3.304,1,
117,IA,C2X842,SARSCOV2N1,36.1,11266.66667,11.26666667,AS-21-05-24,5/24/2021,3.304,2,
118,IA,C2X842,SARSCOV2N1,33.3,87400,87.4,AS-21-05-31,5/31/2021,1.586,1,
119,IA,C2X842,SARSCOV2N1,34,51333.33333,51.33333333,AS-21-05-31,5/31/2021,1.586,2,
