,LocationAbbr,CMMR_Barcode,Target,Ct,copiesperL,copiesperml,SampleName,date_of_collection,flow_rate,replicate_#,Notes
53,PT,GRMCF54,SARSCOV2N1,,30000,30000000,PT-20-09-14,9/14/2020,0.605,3,
54,PT,GRMCF55,SARSCOV2N1,38.6,9000,9000000,PT-20-09-28,9/28/2020,0.504,1,We did not receive samples for 9/21/2020
55,PT,GRMCF56,SARSCOV2N1,Undetermined,6666.666667,6666666.667,PT-20-09-28,9/28/2020,0.504,2,
56,PT,GRMCF57,SARSCOV2N1,39.2,5333.333333,5333333.333,PT-20-09-28,9/28/2020,0.504,3,
57,PT,GRMCF58,SARSCOV2N1,40,3000,3000000,PT-20-10-05,10/5/2020,0.464,1,
58,PT,GRMCF59,SARSCOV2N1,38.8,7666.666667,7666666.667,PT-20-10-05,10/5/2020,0.464,2,
59,PT,GRMCF60,SARSCOV2N1,38,13666.66667,13666666.67,PT-20-10-05,10/5/2020,0.464,3,
60,PT,GRMCF61,SARSCOV2N1,37.6,18000,18000000,PT-20-10-12,10/12/2020,0.479,1,
61,PT,GRMCF62,SARSCOV2N1,38.1,13000,13000000,PT-20-10-12,10/12/2020,0.479,2,
62,PT,GRMCF63,SARSCOV2N1,36.6,37333.33333,37333333.33,PT-20-10-12,10/12/2020,0.479,3,
63,PT,GRMCF64,SARSCOV2N1,38.8,7666.666667,7666666.667,PT-20-10-19,10/19/2020,0.591,1,
64,PT,GRMCF65,SARSCOV2N1,34.9,131333.3333,131333333.3,PT-20-10-19,10/19/2020,0.591,2,
65,PT,GRMCF66,SARSCOV2N1,34.5,177666.6667,177666666.7,PT-20-10-19,10/19/2020,0.591,3,
66,PT,GRMCF67,SARSCOV2N1,36.4,45666.66667,45666666.67,PT-20-10-26,10/26/2020,0.49,1,
67,PT,GRMCF68,SARSCOV2N1,38,13666.66667,13666666.67,PT-20-10-26,10/26/2020,0.49,2,
68,PT,GRMCF69,SARSCOV2N1,37.2,24000,24000000,PT-20-10-26,10/26/2020,0.49,3,
69,PT,GRMCF70,SARSCOV2N1,37,27333.33333,27333333.33,PT-20-11-02,11/2/2020,0.468,1,
70,PT,GRMCF71,SARSCOV2N1,37.3,23333.33333,23333333.33,PT-20-11-02,11/2/2020,0.468,2,
71,PT,GRMCF72,SARSCOV2N1,38.1,12666.66667,12666666.67,PT-20-11-02,11/2/2020,0.468,3,
72,PT,GRMCF73,SARSCOV2N1,36,20960,20960000,,,0.468,1,This is a repeat of the 11/2/2020 samples. We switched to a bead beating method to extract RNA
73,PT,GRMCF74,SARSCOV2N1,35.7,26480,26480000,,,0.468,2,
74,PT,GRMCF75,SARSCOV2N1,36.4,16160,16160000,,,0.468,3,
75,PT,GRMCF76,SARSCOV2N1,32.6,178640,178640000,PT-20-11-09,11/9/2020,0.51,1,
76,PT,GRMCF77,SARSCOV2N1,33.3,106160,106160000,PT-20-11-09,11/9/2020,0.51,2,
77,PT,GRMCF78,SARSCOV2N1,33,131200,131200000,PT-20-11-09,11/9/2020,0.51,3,
78,PT,GRMCF79,SARSCOV2N1,32.6,149066.6667,149066666.7,PT-20-11-09,11/16/2020,0.447,1,
79,PT,GRMCF80,SARSCOV2N1,33.3,87066.66667,87066666.67,PT-20-11-09,11/16/2020,0.447,2,
80,PT,GRMCF81,SARSCOV2N1,33.6,69466.66667,69466666.67,PT-20-11-09,11/16/2020,0.447,3,
81,PT,GRMCF82,SARSCOV2N1,32,231866.6667,231866666.7,PT-20-11-23,11/23/2020,0.438,1,
82,PT,GRMCF83,SARSCOV2N1,32,241600,241600000,PT-20-11-23,11/23/2020,0.438,2,
83,PT,GRMCF84,SARSCOV2N1,31.7,294800,294800000,PT-20-11-23,11/23/2020,0.438,3,
84,PT,GRMCF85,SARSCOV2N1,32.8,128933.3333,128933333.3,PT-20-11-30,11/30/2020,0.454,1,
85,PT,GRMCF86,SARSCOV2N1,32.2,207000,207000000,PT-20-11-30,11/30/2020,0.454,2,
86,PT,GRMCF87,SARSCOV2N1,32.2,205866.6667,205866666.7,PT-20-11-30,11/30/2020,0.454,3,
87,PT,GRMCF88,SARSCOV2N1,32,224866.6667,224866666.7,PT-20-12-07,12/7/2020,0.476,1,
88,PT,GRMCF89,SARSCOV2N1,31.8,261266.6667,261266666.7,PT-20-12-07,12/7/2020,0.476,2,
89,PT,GRMCF90,SARSCOV2N1,31.2,539333.3333,539333333.3,PT-20-12-14,12/14/2020,0.472,1,
90,PT,GRMCF91,SARSCOV2N1,31.1,579600,579600000,PT-20-12-14,12/14/2020,0.472,2,
91,PT,GRMCF92,SARSCOV2N1,28.9,2398200,2398200000,PT-20-12-21,12/21/2020,0.473,1,
92,PT,GRMCF93,SARSCOV2N1,28.6,2861666.667,2861666667,PT-20-12-21,12/21/2020,0.473,2,
93,PT,GRMCF94,SARSCOV2N1,,,0,PT-20-12-28,12/28/2020,,1,Park Ten was not sampled this week
95,PT,GRMCF96,SARSCOV2N1,,,0,PT-21-01-04,1/4/2021,0.494,1,Park Ten was not sampled this week
97,PT,GRMCF98,SARSCOV2N1,30,1068266.667,1068266667,PT-21-01-11,1/11/2021,0.472,1,
98,PT,GRMCF99,SARSCOV2N1,29.8,1169400,1169400000,PT-21-01-11,1/11/2021,0.472,2,
99,PT,GRMCF100,SARSCOV2N1,31.3,383333.3333,383333333.3,PT-21-01-25,1/25/2021,0.523,1,"We skipped two weeks in January. Additionally, the city stopped forwarding the flowrates, so we used the median flow rate from 2020 (10.149)"
100,PT,GRMCF101,SARSCOV2N1,30.8,566533.3333,566533333.3,PT-21-01-25,1/25/2021,0.523,2,
101,PT,GRMCF102,SARSCOV2N1,31.9,260000,260000000,PT-21-02-01,2/1/2021,0.523,1,
102,PT,GRMCF103,SARSCOV2N1,31.6,310800,310800000,PT-21-02-01,2/1/2021,0.523,2,
103,PT,GRMCF104,SARSCOV2N1,32.1,220266.6667,220266666.7,PT-21-02-08,2/8/2021,0.523,1,
104,PT,GRMCF105,SARSCOV2N1,32,237200,237200000,PT-21-02-08,2/8/2021,0.523,2,
105,PT,GRMCF106,SARSCOV2N1,32.3,192600,192600000,PT-21-02-22,2/22/2021,0.523,1,We skipped a week here
106,PT,GRMCF107,SARSCOV2N1,33.2,98400,98400000,PT-21-02-22,2/22/2021,0.523,2,
107,PT,GRMCF108,SARSCOV2N1,32.3,181800,181800000,PT-21-03-01,3/1/2021,0.523,1,
108,PT,GRMCF109,SARSCOV2N1,32.3,184800,184800000,PT-21-03-01,3/1/2021,0.523,2,
109,PT,GRMCF110,SARSCOV2N1,32.7,143333.3333,143333333.3,PT-21-03-08,3/8/2021,0.523,1,
110,PT,GRMCF111,SARSCOV2N1,33.3,89333.33333,89333333.33,PT-21-03-08,3/8/2021,0.523,2,
111,PT,GRMCF112,SARSCOV2N1,33.3,90800,90800000,PT-21-03-15,3/15/2021,0.523,1,
112,PT,GRMCF113,SARSCOV2N1,33.3,91800,91800000,PT-21-03-15,3/15/2021,0.523,2,
113,PT,GRMCF114,SARSCOV2N1,33.7,64800,64800000,PT-21-03-22,3/22/2021,0.523,1,
114,PT,GRMCF115,SARSCOV2N1,33.6,69666.66667,69666666.67,PT-21-03-22,3/22/2021,0.523,2,
115,PT,GRMCF116,SARSCOV2N1,,,0,PT-21-03-29,3/29/2021,0.523,1,Park Ten was not sampled this week
117,PT,GRMCF118,SARSCOV2N1,30.9,529266.6667,529266666.7,PT-21-04-05,4/5/2021,0.523,1,
118,PT,GRMCF119,SARSCOV2N1,30.8,569866.6667,569866666.7,PT-21-04-05,4/5/2021,0.523,2,
119,PT,GRMCF120,SARSCOV2N1,31.4,366133.3333,366133333.3,PT-21-04-12,4/12/2021,0.523,1,
120,PT,GRMCF121,SARSCOV2N1,31.7,284333.3333,284333333.3,PT-21-04-12,4/12/2021,0.523,2,
121,PT,GRMCF122,SARSCOV2N1,32.2,197266.6667,197266666.7,PT-21-04-19,4/19/2021,0.523,1,
122,PT,GRMCF123,SARSCOV2N1,32.7,137733.3333,137733333.3,PT-21-04-19,4/19/2021,0.523,2,
123,PT,GRMCF124,SARSCOV2N1,31.9,243666.6667,243666666.7,PT-21-04-26,4/26/2021,0.523,1,
124,PT,GRMCF125,SARSCOV2N1,31.8,275733.3333,275733333.3,PT-21-04-26,4/26/2021,0.523,2,
125,PT,GRMCF126,SARSCOV2N1,34.8,29600,29600000,PT-21-05-03,5/3/2021,0.523,1,
126,PT,GRMCF127,SARSCOV2N1,34.6,33200,33200000,PT-21-05-03,5/3/2021,0.523,2,
127,PT,GRMCF128,SARSCOV2N1,31.8,264133.3333,264133333.3,PT-21-05-10,5/10/2021,0.562,1,The city started reporting flow rates again
128,PT,GRMCF129,SARSCOV2N1,32,232000,232000000,PT-21-05-10,5/10/2021,0.562,2,
129,PT,GRMCF130,SARSCOV2N1,Undetermined,1333.333333,1333333.333,PT-21-05-17,5/17/2021,0.697,1,
130,PT,GRMCF131,SARSCOV2N1,Undetermined,1333.333333,1333333.333,PT-21-05-17,5/17/2021,0.697,2,
131,PT,GRMCF132,SARSCOV2N1,,,0,PT-21-05-24,5/24/2021,0.918,1,Park Ten was not sampled this week
133,PT,GRMCF134,SARSCOV2N1,33.7,67600,67600000,PT-21-05-31,5/31/2021,0.556,1,
134,PT,GRMCF135,SARSCOV2N1,33.8,61466.66667,61466666.67,PT-21-05-31,5/31/2021,0.556,2,
