,LocationAbbr,CMMR_Barcode,Target,Ct,copiesperL,copiesperml,SampleName,date_of_collection,flow_rate,replicate_#,Notes
22,TC,CTAT87,SARSCOV2N1,37.6,18333.33333,18333333.33,AS-20-07-06,7/6/2020,6.147,2,
23,TC,CTAT87,SARSCOV2N1,38.9,7000,7000000,AS-20-07-06,7/6/2020,6.147,3,
24,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-07-13,7/13/2020,6.133,1,
25,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-07-13,7/13/2020,6.133,2,
26,TC,CTAT87,SARSCOV2N1,38.1,13000,13000000,AS-20-07-13,7/13/2020,6.133,3,
27,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-07-20,7/20/2020,6.562,1,
28,TC,CTAT87,SARSCOV2N1,3.9,13000,13000000,AS-20-07-20,7/20/2020,6.562,2,
29,TC,CTAT87,SARSCOV2N1,1.7,5666.666667,5666666.667,AS-20-07-20,7/20/2020,6.562,3,
30,TC,CTAT87,SARSCOV2N1,,6666.666667,6666666.667,AS-20-07-27,7/27/2020,6.605,1,"I was not sent the Ct values this week, only the copiesperL"
31,TC,CTAT87,SARSCOV2N1,,51666.66667,51666666.67,AS-20-07-27,7/27/2020,6.605,2,
32,TC,CTAT87,SARSCOV2N1,,13666.66667,13666666.67,AS-20-07-27,7/27/2020,6.605,3,
33,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-08-03,8/3/2020,6.473,1,
34,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-08-03,8/3/2020,6.473,2,
35,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-08-03,8/3/2020,6.473,3,
36,TC,CTAT87,SARSCOV2N1,34.3,204000,204000000,AS-20-08-10,8/10/2020,5.137,1,
37,TC,CTAT87,SARSCOV2N1,36.7,35000,35000000,AS-20-08-10,8/10/2020,5.137,2,
38,TC,CTAT87,SARSCOV2N1,36.4,45666.66667,45666666.67,AS-20-08-10,8/10/2020,5.137,3,
39,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-08-17,8/17/2020,5.63,1,"I was not sent the Ct values this week, only the copiesperL"
40,TC,CTAT87,SARSCOV2N1,,30666.66667,30666666.67,AS-20-08-17,8/17/2020,5.63,2,
41,TC,CTAT87,SARSCOV2N1,,17000,17000000,AS-20-08-17,8/17/2020,5.63,3,
42,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-08-24,8/24/2020,5.176,1,
43,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-08-24,8/24/2020,5.176,2,
44,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-08-24,8/24/2020,5.176,3,
45,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-08-31,8/31/2020,6.544,1,
46,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-08-31,8/31/2020,6.544,2,
47,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-08-31,8/31/2020,6.544,3,
48,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-09-07,9/7/2020,6.48,1,"I was not sent the Ct values this week, only the copiesperL"
49,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-09-07,9/7/2020,6.48,2,
50,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-09-07,9/7/2020,6.48,3,
51,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-09-14,9/14/2020,5.816,1,"I was not sent the Ct values this week, only the copiesperL"
52,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-09-14,9/14/2020,5.816,2,
53,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-09-14,9/14/2020,5.816,3,
54,TC,CTAT87,SARSCOV2N1,38.8,7333.333333,7333333.333,AS-20-09-28,9/28/2020,6.507,1,We did not receive samples for 9/21/2020
55,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-09-28,9/28/2020,6.507,2,
56,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-09-28,9/28/2020,6.507,3,
57,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-10-05,10/5/2020,6.209,1,
58,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-10-05,10/5/2020,6.209,2,
59,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-10-05,10/5/2020,6.209,3,
60,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-10-12,10/12/2020,5.591,1,
61,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-10-12,10/12/2020,5.591,2,
62,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-10-12,10/12/2020,5.591,3,
63,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-10-19,10/19/2020,6.479,1,
64,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-10-19,10/19/2020,6.479,2,
65,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-10-19,10/19/2020,6.479,3,
66,TC,CTAT87,SARSCOV2N1,33.5,370666.6667,370666666.7,AS-20-10-26,10/26/2020,5.158,1,
67,TC,CTAT87,SARSCOV2N1,34,274000,274000000,AS-20-10-26,10/26/2020,5.158,2,
68,TC,CTAT87,SARSCOV2N1,34.1,249666.6667,249666666.7,AS-20-10-26,10/26/2020,5.158,3,
69,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-11-02,11/2/2020,5.563,1,
70,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-11-02,11/2/2020,5.563,2,
71,TC,CTAT87,SARSCOV2N1,Undetermined,6666.666667,6666666.667,AS-20-11-02,11/2/2020,5.563,3,
72,TC,CTAT87,SARSCOV2N1,34.3,71760,71760000,,,5.563,1,This is a repeat of the 11/2/2020 samples. We switched to a bead beating method to extract RNA
73,TC,CTAT87,SARSCOV2N1,34.5,63760,63760000,,,5.563,2,
74,TC,CTAT87,SARSCOV2N1,35.8,23600,23600000,,,5.563,3,
75,TC,CTAT87,SARSCOV2N1,33.7,79440,79440000,AS-20-11-09,11/9/2020,5.142,1,
76,TC,CTAT87,SARSCOV2N1,33.8,74400,74400000,AS-20-11-09,11/9/2020,5.142,2,
77,TC,CTAT87,SARSCOV2N1,33.3,110080,110080000,AS-20-11-09,11/9/2020,5.142,3,
78,TC,CTAT87,SARSCOV2N1,32.6,154133.3333,154133333.3,AS-20-11-09,11/16/2020,5.588,1,
79,TC,CTAT87,SARSCOV2N1,32.3,185866.6667,185866666.7,AS-20-11-09,11/16/2020,5.588,2,
80,TC,CTAT87,SARSCOV2N1,32.9,116733.3333,116733333.3,AS-20-11-09,11/16/2020,5.588,3,
81,TC,CTAT87,SARSCOV2N1,32.1,218533.3333,218533333.3,AS-20-11-23,11/23/2020,6.118,1,
82,TC,CTAT87,SARSCOV2N1,32.5,157666.6667,157666666.7,AS-20-11-23,11/23/2020,6.118,2,
83,TC,CTAT87,SARSCOV2N1,32.4,173866.6667,173866666.7,AS-20-11-23,11/23/2020,6.118,3,
84,TC,CTAT87,SARSCOV2N1,31.8,262866.6667,262866666.7,AS-20-11-30,11/30/2020,6.118,1,
85,TC,CTAT87,SARSCOV2N1,31.9,248733.3333,248733333.3,AS-20-11-30,11/30/2020,6.118,2,
86,TC,CTAT87,SARSCOV2N1,32,236000,236000000,AS-20-11-30,11/30/2020,6.118,3,
87,TC,CTAT87,SARSCOV2N1,31.8,280800,280800000,AS-20-12-07,12/7/2020,4.642,1,
88,TC,CTAT87,SARSCOV2N1,32.4,174066.6667,174066666.7,AS-20-12-07,12/7/2020,4.642,2,
89,TC,CTAT87,SARSCOV2N1,31.4,466000,466000000,AS-20-12-14,12/14/2020,6.573,1,
90,TC,CTAT87,SARSCOV2N1,31.1,583000,583000000,AS-20-12-14,12/14/2020,6.573,2,
91,TC,CTAT87,SARSCOV2N1,31.4,363133.3333,363133333.3,AS-20-12-21,12/21/2020,5.89,1,
92,TC,CTAT87,SARSCOV2N1,31.3,394600,394600000,AS-20-12-21,12/21/2020,5.89,2,
93,TC,CTAT87,SARSCOV2N1,31.8,280800,280800000,AS-20-12-28,12/28/2020,5.25,1,
94,TC,CTAT87,SARSCOV2N1,31.9,258000,258000000,AS-20-12-28,12/28/2020,5.25,2,
95,TC,CTAT87,SARSCOV2N1,30.7,612933.3333,612933333.3,AS-21-01-04,1/4/2021,5.107,1,
96,TC,CTAT87,SARSCOV2N1,30.5,690400,690400000,AS-21-01-04,1/4/2021,5.107,2,
97,TC,CTAT87,SARSCOV2N1,31.1,452800,452800000,AS-21-01-11,1/11/2021,6.804,1,
98,TC,CTAT87,SARSCOV2N1,31.2,426000,426000000,AS-21-01-11,1/11/2021,6.804,2,
99,TC,CTAT87,SARSCOV2N1,31.6,315600,315600000,AS-21-01-25,1/25/2021,6.118,1,"We skipped two weeks in January. Additionally, the city stopped forwarding the flowrates, so we used the median flow rate from 2020 (10.149)"
100,TC,CTAT87,SARSCOV2N1,31.9,249533.3333,249533333.3,AS-21-01-25,1/25/2021,6.118,2,
101,TC,CTAT87,SARSCOV2N1,30.5,736866.6667,736866666.7,AS-21-02-01,2/1/2021,6.118,1,
102,TC,CTAT87,SARSCOV2N1,30.3,843000,843000000,AS-21-02-01,2/1/2021,6.118,2,
103,TC,CTAT87,SARSCOV2N1,32.7,561333.3333,561333333.3,AS-21-02-08,2/8/2021,6.118,1,
104,TC,CTAT87,SARSCOV2N1,33.3,549800,549800000,AS-21-02-08,2/8/2021,6.118,2,
105,TC,CTAT87,SARSCOV2N1,31.5,349666.6667,349666666.7,AS-21-02-22,2/22/2021,6.118,1,We skipped a week here
106,TC,CTAT87,SARSCOV2N1,31.1,448600,448600000,AS-21-02-22,2/22/2021,6.118,2,
107,TC,CTAT87,SARSCOV2N1,31.7,289000,289000000,AS-21-03-01,3/1/2021,6.118,1,
108,TC,CTAT87,SARSCOV2N1,31.9,249066.6667,249066666.7,AS-21-03-01,3/1/2021,6.118,2,
109,TC,CTAT87,SARSCOV2N1,33.1,102666.6667,102666666.7,AS-21-03-08,3/8/2021,6.118,1,
110,TC,CTAT87,SARSCOV2N1,33.4,81600,81600000,AS-21-03-08,3/8/2021,6.118,2,
111,TC,CTAT87,SARSCOV2N1,31.9,256400,256400000,AS-21-03-15,3/15/2021,6.118,1,
112,TC,CTAT87,SARSCOV2N1,31.9,254066.6667,254066666.7,AS-21-03-15,3/15/2021,6.118,2,
113,TC,CTAT87,SARSCOV2N1,32.8,124933.3333,124933333.3,AS-21-03-22,3/22/2021,6.118,1,
114,TC,CTAT87,SARSCOV2N1,32.6,144866.6667,144866666.7,AS-21-03-22,3/22/2021,6.118,2,
115,TC,CTAT87,SARSCOV2N1,32.9,115466.6667,115466666.7,AS-21-03-29,3/29/2021,6.118,1,
116,TC,CTAT87,SARSCOV2N1,32.6,153266.6667,153266666.7,AS-21-03-29,3/29/2021,6.118,2,
117,TC,CTAT87,SARSCOV2N1,32.2,194000,194000000,AS-21-04-05,4/5/2021,6.118,1,
118,TC,CTAT87,SARSCOV2N1,32.1,219533.3333,219533333.3,AS-21-04-05,4/5/2021,6.118,2,
119,TC,CTAT87,SARSCOV2N1,32.4,174466.6667,174466666.7,AS-21-04-12,4/12/2021,6.118,1,
120,TC,CTAT87,SARSCOV2N1,32.5,159066.6667,159066666.7,AS-21-04-12,4/12/2021,6.118,2,
121,TC,CTAT87,SARSCOV2N1,32.9,121933.3333,121933333.3,AS-21-04-19,4/19/2021,6.118,1,
122,TC,CTAT87,SARSCOV2N1,32.6,145200,145200000,AS-21-04-19,4/19/2021,6.118,2,
123,TC,CTAT87,SARSCOV2N1,32.8,126333.3333,126333333.3,AS-21-04-26,4/26/2021,6.118,1,
124,TC,CTAT87,SARSCOV2N1,32.8,125666.6667,125666666.7,AS-21-04-26,4/26/2021,6.118,2,
125,TC,CTAT87,SARSCOV2N1,33,112600,112600000,AS-21-05-03,5/3/2021,6.118,1,
126,TC,CTAT87,SARSCOV2N1,32.7,139866.6667,139866666.7,AS-21-05-03,5/3/2021,6.118,2,
127,TC,CTAT87,SARSCOV2N1,32.9,118666.6667,118666666.7,AS-21-05-10,5/10/2021,5.452,1,The city started reporting flow rates again
128,TC,CTAT87,SARSCOV2N1,33,112533.3333,112533333.3,AS-21-05-10,5/10/2021,5.452,2,
129,TC,CTAT87,SARSCOV2N1,34,52466.66667,52466666.67,AS-21-05-17,5/17/2021,8.916,1,
130,TC,CTAT87,SARSCOV2N1,34,54666.66667,54666666.67,AS-21-05-17,5/17/2021,8.916,2,
131,TC,CTAT87,SARSCOV2N1,35.7,15266.66667,15266666.67,AS-21-05-24,5/24/2021,12.872,1,
132,TC,CTAT87,SARSCOV2N1,35.8,14266.66667,14266666.67,AS-21-05-24,5/24/2021,12.872,2,
133,TC,CTAT87,SARSCOV2N1,35.7,14600,14600000,AS-21-05-31,5/31/2021,6.97,1,
134,TC,CTAT87,SARSCOV2N1,36.5,8200,8200000,AS-21-05-31,5/31/2021,6.97,2,
